timestamp,error,latitude,longitude
2025-03-04 22:42:40,Không lấy được dữ liệu,21.0811211,105.8180306
2025-03-04 22:42:41,Không lấy được dữ liệu,21.01525,105.80013
2025-03-04 22:42:41,Không lấy được dữ liệu,21.0491,105.8831
2025-03-04 22:42:42,Không lấy được dữ liệu,21.0215063,105.8188748
2025-03-04 22:42:43,Không lấy được dữ liệu,21.035584,105.852771
2025-03-04 22:42:43,Không lấy được dữ liệu,21.04975,105.74187
2025-03-04 22:42:44,Không lấy được dữ liệu,21.148273,105.913306
2025-03-04 22:42:44,Không lấy được dữ liệu,21.002383,105.718038
